ID;REFERENCIA;TIPO;TIPO1;TIPO2;TIPO3;LARGO;ANCHO;STOCK;DESCRIPCION;PNG;DWG
45559b25-900f-4043-8dc4-aa673733813f;EX09L20M;IMPLASER_A;EXTINCION;20METROS_VISION;PLANA;420;420;1;Pulsador 20m;IMPLASER_A\EXTINCION\20METROS_VISION\PLANA\EX09L20M.png;IMPLASER_A\EXTINCION\20METROS_VISION\PLANA\EX09L20M.dwg
511a04b2-ec9d-41e0-b75f-e47d3713c0c6;EX09L30M;IMPLASER_A;EXTINCION;30METROS_VISION;PLANA;594;594;0;Pulsador 30m;IMPLASER_A\EXTINCION\30METROS_VISION\PLANA\EX09L30M.png;IMPLASER_A\EXTINCION\30METROS_VISION\PLANA\EX09L30M.dwg
ca81cc33-bd79-4a18-9917-b2e995a0ef46;EX09N;IMPLASER_B;EXTINCION;10METROS_VISION;PLANA;210;297;1;Pulsador;IMPLASER_B\EXTINCION\10METROS_VISION\PLANA\EX09N.png;IMPLASER_B\EXTINCION\10METROS_VISION\PLANA\EX09N.dwg
d1ddc7af-fb36-44b7-af29-debb8858df69;EX09N20M;IMPLASER_B;EXTINCION;20METROS_VISION;PLANA;420;420;1;Pulsador 20m;IMPLASER_B\EXTINCION\20METROS_VISION\PLANA\EX09N20M.png;IMPLASER_B\EXTINCION\20METROS_VISION\PLANA\EX09N20M.dwg
57c8c58d-1d7f-4d13-a8b3-5184aa5a99b8;EX09N30M;IMPLASER_B;EXTINCION;30METROS_VISION;PLANA;594;594;0;Extintor 30m;IMPLASER_B\EXTINCION\30METROS_VISION\PLANA\EX09N30M.png;IMPLASER_B\EXTINCION\30METROS_VISION\PLANA\EX09N30M.dwg
57d427cf-cdcb-4367-a64e-6fc62cebd557;EX21LA5;IMPLASER_A;EXTINCION;10METROS_VISION;PLANA;150;210;1;Prohibido uso ascensor;IMPLASER_A\EXTINCION\10METROS_VISION\PLANA\EX21LA5.png;IMPLASER_A\EXTINCION\10METROS_VISION\PLANA\EX21LA5.dwg
82b11a7b-35f2-449c-91e7-1e6c7f246d58;EX21N;IMPLASER_B;EXTINCION;10METROS_VISION;PLANA;210;297;1;Prohibido uso ascensor;IMPLASER_B\EXTINCION\10METROS_VISION\PLANA\EX21N.png;IMPLASER_B\EXTINCION\10METROS_VISION\PLANA\EX21N.dwg
eb007eb5-260e-4f82-80e1-1cf42782f50f;EX21NA5;IMPLASER_B;EXTINCION;10METROS_VISION;PLANA;150;210;1;Prohibido uso ascensor;IMPLASER_B\EXTINCION\10METROS_VISION\PLANA\EX21NA5.png;IMPLASER_B\EXTINCION\10METROS_VISION\PLANA\EX21NA5.dwg
2645f5bf-e3e7-436d-bb10-7ce6e4a26b2c;EX25L;IMPLASER_A;EXTINCION;10METROS_VISION;PLANA;210;210;1;Prohibido pasar;IMPLASER_A\EXTINCION\10METROS_VISION\PLANA\EX25L.png;IMPLASER_A\EXTINCION\10METROS_VISION\PLANA\EX25L.dwg
93f257b8-1cec-4ea4-9c1e-de9ca8379d7b;EX25N;IMPLASER_B;EXTINCION;10METROS_VISION;PLANA;210;297;1;Prohibido pasar;IMPLASER_B\EXTINCION\10METROS_VISION\PLANA\EX25N.png;IMPLASER_B\EXTINCION\10METROS_VISION\PLANA\EX25N.dwg
