ID;REFERENCIA;TIPO;TIPO1;TIPO2;TIPO3;LARGO;ANCHO;STOCK;DESCRIPCION;PNG;DWG
117858b3-8eb5-41b8-a0b4-5dfc438d8939;EV22N;IMPLASER_B;EVACUACION;10METROS_VISION;PLANA;210;297;True;S.E. Flecha Derecha;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV22N.png;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV22N.dwg
ec450388-92b3-4e25-b12b-5d3b3b9bba92;EV22N20M;IMPLASER_B;EVACUACION;20METROS_VISION;PLANA;297;420;True;S.E. Flecha Derecha 20m;IMPLASER_B\EVACUACION\20METROS_VISION\PLANA\EV22N20M.png;IMPLASER_B\EVACUACION\20METROS_VISION\PLANA\EV22N20M.dwg
8310486e-1aa4-4082-891d-368849368512;EV25N;IMPLASER_B;EVACUACION;10METROS_VISION;PLANA;224;297;True;Botiquin;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV25N.png;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV25N.dwg
bad23394-a28c-4e79-99a7-e1a32cb3b7c2;EV26L;IMPLASER_A;EVACUACION;10METROS_VISION;PLANA;224;224;True;Flecha Derecha;IMPLASER_A\EVACUACION\10METROS_VISION\PLANA\EV26L.png;IMPLASER_A\EVACUACION\10METROS_VISION\PLANA\EV26L.dwg
0102455d-ed83-4692-a264-8c71a9572a57;EV26L20M;IMPLASER_A;EVACUACION;20METROS_VISION;PLANA;447;447;False;Flecha Derecha 20m;IMPLASER_A\EVACUACION\20METROS_VISION\PLANA\EV26L20M.png;IMPLASER_A\EVACUACION\20METROS_VISION\PLANA\EV26L20M.dwg
3132666b-176d-4ecc-bdab-9aaaf630a545;EV26L30M;IMPLASER_A;EVACUACION;30METROS_VISION;PLANA;670;670;False;Flecha Derecha 30m;IMPLASER_A\EVACUACION\30METROS_VISION\PLANA\EV26L30M.png;IMPLASER_A\EVACUACION\30METROS_VISION\PLANA\EV26L30M.dwg
ad3bd6a0-16fd-4548-8451-01516bc95a24;EV26N;IMPLASER_B;EVACUACION;10METROS_VISION;PLANA;224;224;True;Flecha Derecha;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV26N.png;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV26N.dwg
067367ec-3204-4575-bbd7-f06346e53b7a;EV26N20M;IMPLASER_B;EVACUACION;20METROS_VISION;PLANA;447;447;True;Flecha Derecha 20m;IMPLASER_B\EVACUACION\20METROS_VISION\PLANA\EV26N20M.png;IMPLASER_B\EVACUACION\20METROS_VISION\PLANA\EV26N20M.dwg
001265df-d367-4e66-8781-c8c1df8de5d2;EV26N30M;IMPLASER_B;EVACUACION;30METROS_VISION;PLANA;670;670;False;Flecha Derecha 30m;IMPLASER_B\EVACUACION\30METROS_VISION\PLANA\EV26N30M.png;IMPLASER_B\EVACUACION\30METROS_VISION\PLANA\EV26N30M.dwg
9b951f2d-e76b-42fa-843b-08b5ebb5abb9;EV27L;IMPLASER_A;EVACUACION;10METROS_VISION;PLANA;224;224;True;Flecha Inclinada;IMPLASER_A\EVACUACION\10METROS_VISION\PLANA\EV27L.png;IMPLASER_A\EVACUACION\10METROS_VISION\PLANA\EV27L.dwg
61e0940e-decb-447a-a67d-b3c63988507a;EV27L20M;IMPLASER_A;EVACUACION;20METROS_VISION;PLANA;447;447;False;Flecha Inclinada 20m;IMPLASER_A\EVACUACION\20METROS_VISION\PLANA\EV27L20M.png;IMPLASER_A\EVACUACION\20METROS_VISION\PLANA\EV27L20M.dwg
a0e2066a-6156-4b57-b198-bd56871111ca;EV27L30M;IMPLASER_A;EVACUACION;30METROS_VISION;PLANA;670;670;False;Flecha Inclinada 30m;IMPLASER_A\EVACUACION\30METROS_VISION\PLANA\EV27L30M.png;IMPLASER_A\EVACUACION\30METROS_VISION\PLANA\EV27L30M.dwg
17422270-7033-498c-bfef-95e765aa9891;EV27N;IMPLASER_B;EVACUACION;10METROS_VISION;PLANA;224;224;True;Flecha Inclinada;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV27N.png;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV27N.dwg
daf59462-a733-4d73-93d1-acad7cf8e2d0;EV27N20M;IMPLASER_B;EVACUACION;20METROS_VISION;PLANA;447;447;True;Flecha Inclinada 20m;IMPLASER_B\EVACUACION\20METROS_VISION\PLANA\EV27N20M.png;IMPLASER_B\EVACUACION\20METROS_VISION\PLANA\EV27N20M.dwg
4a2165e5-ca0e-4ba7-bb69-8f5a1a2b3e20;EV27N30M;IMPLASER_B;EVACUACION;30METROS_VISION;PLANA;670;670;False;Flecha Inclinada 30m;IMPLASER_B\EVACUACION\30METROS_VISION\PLANA\EV27N30M.png;IMPLASER_B\EVACUACION\30METROS_VISION\PLANA\EV27N30M.dwg
407234e5-26af-4987-9833-0ddee775d162;EV32N;IMPLASER_B;EVACUACION;10METROS_VISION;PLANA;402;105;True;Salida Fecha Derecha;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV32N.png;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV32N.dwg
7e043fa9-ddbc-48ee-936b-e3d0c2b0e59f;EV33N;IMPLASER_B;EVACUACION;10METROS_VISION;PLANA;402;105;True;Salida Fecha Abajo;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV33N.png;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV33N.dwg
d20bf05e-9b20-43ba-8a7c-44995e9d5deb;EV35N;IMPLASER_B;EVACUACION;10METROS_VISION;PLANA;402;105;True;Salida Fecha Izquierda;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV35N.png;IMPLASER_B\EVACUACION\10METROS_VISION\PLANA\EV35N.dwg
13288f2b-3e5c-4b1c-9f1c-1e674088e7e7;EV42BL;IMPLASER_A;EVACUACION;10METROS_VISION;BANDEROLA;224;224;False;Salida Habitual;IMPLASER_A\EVACUACION\10METROS_VISION\BANDEROLA\EV42BL.png;IMPLASER_A\EVACUACION\10METROS_VISION\BANDEROLA\EV42BL.dwg
664c24a2-eb9b-4778-a5db-f336a66565ec;EV42BL20M;IMPLASER_A;EVACUACION;20METROS_VISION;BANDEROLA;447;447;False;Salida Habitual 20m;IMPLASER_A\EVACUACION\20METROS_VISION\BANDEROLA\EV42BL20M.png;IMPLASER_A\EVACUACION\20METROS_VISION\BANDEROLA\EV42BL20M.dwg
94ad18ec-8b0d-420e-b09a-6bea0cd7b538;EV42BL30M;IMPLASER_A;EVACUACION;30METROS_VISION;BANDEROLA;670;670;False;Salida Habitual 30m;IMPLASER_A\EVACUACION\30METROS_VISION\BANDEROLA\EV42BL30M.png;IMPLASER_A\EVACUACION\30METROS_VISION\BANDEROLA\EV42BL30M.dwg
651461d7-2fae-4789-9bba-55af18ad7782;EV42BN;IMPLASER_B;EVACUACION;10METROS_VISION;BANDEROLA;224;224;False;Salida Habitual;IMPLASER_B\EVACUACION\10METROS_VISION\BANDEROLA\EV42BN.png;IMPLASER_B\EVACUACION\10METROS_VISION\BANDEROLA\EV42BN.dwg
